KR7002100006,19951124,A002100,21400,21000,21500,21000,2,500,2.392344,,860,18336000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400000,20900,500,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.07172004,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00210500,19951124,A002105,23800,23800,23800,23800,3,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00213000,19951124,A002130,16800,17100,17100,16500,3,0,0,,5950,9928400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002140002,19951124,A002140,11300,11100,11500,11100,2,400,3.669725,,15430,175465000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860000,10900,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.4931637,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002170009,19951124,A002170,13600,13600,14000,13500,3,0,0,,15930,217587000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,13600,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8211826,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00218000,19951124,A002180,6050,5870,6100,5870,2,180,3.06644,,23690,14247710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9525277,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002200004,19951124,A002200,26700,26800,26800,26800,2,100,0.3759398,,3720,99696000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000,26600,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.7073621,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002210003,19951124,A002210,19800,19700,19800,19700,2,300,1.538462,,3000,59116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5375720,19500,1000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.1496445,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002220002,19951124,A002220,40500,41000,41000,41000,3,0,0,,20,820000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515120,40500,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.4437232,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002240000,19951124,A002240,140000,140000,140000,140000,5,-2000,-1.408451,,290,40600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000,142000,1000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.04978928,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002250009,19951124,A002250,3370,3370,3370,3370,2,190,5.974843,,790,2662000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420290,3180,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,5.598803,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002270007,19951124,A002270,49900,49900,50000,49900,5,-100,-0.2,,710,35437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740731,50000,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8090766,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002300002,19951124,A002300,26200,26000,26200,25400,2,400,1.550388,,4570,118628000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,25800,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8868891,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7002310001,19951124,A002310,24300,24300,24300,24300,5,-300,-1.219512,,1030,25029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200000,24600,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8701572,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
